key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk,pr
FLEABAG_ART,"The ,the ,A ,a ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","Il ,il ,Un ,un ,questo ,o,uo,il",,"는,가,를,와,로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Worka Pcheł,Workowi Pcheł,Worek Pcheł,","Der ,der ,Ein ,ein ,einen ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","пакетик блох,пакетика блох,пакетику блох,пакетик блох,пакетике блох,,,ён,ся,ит,его","пакет бліх,пакета бліх,пакету бліх,пакет бліх,,,в,ий,е,ить,його",
FRANKLINBADGE_NAME,Franklin Badge,Badge Franklin,Medaglia Franklin,フランクリンバッヂ,프랭클린 배지,Broche Franklin,Broche Franklin,Brasão de Franklin,Odznaka Franklina,Franklin-Orden,Значок Франклина,Значок Франкліна,
FRANKLINBADGE_DESC,Legend says that Benjamin Franklin wore this reflective badge for his lightning experiments.,Ce badge réfléchissant aurait protégé Benjamin\nFranklin lors de ses expériences sur la foudre.,Si dice che Benjamin Franklin la indossasse\nper i suoi esperimenti con i fulmini.,ベン・フランクリンが　かみなりの\nじっけんのおまもりに　これをつけていた。,전설에 따르면 벤저민 프랭클린은 번개 실험을\n진행하기 위해 이 반사 배지를 달았다고 한다.,La leyenda dice que Benjamin Franklin lo usó para reflejar sus experimentos con rayos.,Cuenta la leyenda que Benjamin Franklin lo llevaba durante sus experimentos con rayos.,Diz a lenda que Benjamin Franklin usou esse brasão reflexivo em experimentos com raios.,Ponoć Benjamin Franklin nosił tę odznakę podczas eksperymentów z błyskawicą.,Laut Legenden trug Benjamin Franklin diesen\nreflektierenden Orden für seine Experimente.,"По легенде, Бенджамин Франклин носил его во время своих экспериментов с молнией.","За легендою, Бенджамін Франклін носив його\nпід час своїх експериментів з блискавкою.",
FRANKLINBADGE_ART,"The ,the ,The ,the ,this ,it,was","Le ,le ,Le ,le ,ce ,,on,votre ,le ,de ,a","La ,la ,La ,la ,questa ,a,ua,la",,"는,가,를,와,로","El ,el ,El ,el ,este ,o,,","El ,el ,El ,el ,este ,o,,","O ,o ,O ,o ,esse ,este ,o,seu ,foi",",Odznaki Franklina,Odznace Franklina,Odznakę Franklina,a","Der ,der ,Der ,der ,den ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","значок Франклина,значка Франклина,значку Франклина,значок Франклина,значке Франклина,,,ён,ся,ит,его","значок Франкліна,значка Франкліна,значку Франкліна,значок Франкліна,,,в,ий,е,ить,його",
FRANKLINBADGE0.8_NAME,Franklin Badge v0.8,Badge Franklin v0.8,Medaglia Franklin v0.8,フランクリンバッヂβ,프랭클린 배지 v0.8,Broche Franklin v0.8,Broche Franklin v0.8,Brasão de Franklin v0.8,Odznaka Franklina v0.8,Franklin-Orden β,Значок Франклина β,Значок Франкліна β,
FRANKLINBADGE0.8_DESC,"A gift from [Pippi]. By holding it on you,\nit can reflect PK Beam γ.","Un cadeau d[fr_eli][Pippi]. En le portant sur vous, vous pourrez renvoyer l'attaque PK Rayon γ.","Un regalo di [Pippi]. Indossandola,\nriflette PsicoRaggio γ.",[Pippi]からの　プレゼント。\nＰＫビームγをはんしゃできる。,[Pippi]의 선물. PK 빔 γ를 반사한다.,"Un regalo de [Pippi]. Mientras lo sostengas,\npuede reflejar PK Rayo γ.","Un regalo de [Pippi]. Mientras lo sostengas,\npodrás reflejar PK Rayo γ.","Um presente da [Pippi]. Ao segurar,\nvocê pode refletir PK Beam γ.","Prezent od [pl_decl:Pippi:F:1]. Trzymając ją przy\nsobie, możesz odbić PK Promień γ.","Ein Geschenk von [Pippi]. Während du ihn hälst,\nkannst du PK-Strahl γ reflektieren.","Подарок от [ru_decl:Pippi:F:1]. Держа при себе, им можно отразить ПК-луч γ.","Подарунок від [uk_decl:Pippi:F:1]. Тримаючи при собі, може відбити ПСИ Промінь γ",
FRANKLINBADGE0.8_ART,"The ,the ,The ,the ,this ,it,was","Le ,le ,Le ,le ,ce ,,on,votre ,le ,de ,a","La ,la ,La ,la ,questa ,a,ua,la",,"은,이,을,과,로","El ,el ,El ,el ,este ,o,,","El ,el ,El ,el ,este ,o,,","O ,o ,O ,o ,esse ,este ,o,seu ,foi",",Odznaki Franklina v0.8,Odznace Franklina v0.8,Odznakę Franklina v0.8,a","Der ,der ,Der ,der ,den ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","значок Франклина β,значка Франклина β,значку Франклина β,значок Франклина β,значке Франклина β,,,ён,ся,ит,его","значок Франкліна β,значка Франкліна β,значку Франкліна β,значок Франкліна β,,,в,ий,е,ить,його",
FRIES_NAME,Fries,Frites,Patatine,フライドポテト,감자튀김,Papas fritas,Patatas fritas,Batata Frita,Frytki,Fritten,Картофель фри,Картопля фрі,
FRIES_DESC,Can be eaten with or without ketchup.\nRestores [ItemValue] HP.,À consommer avec ou sans ketchup.\nRend [ItemValue] PV.,Si possono mangiare con o senza ketchup.\nRipristinano [ItemValue] PS.,あげたて　サクサクのジャンクフード。\nたべると　ＨＰを[ItemValue]かいふく。,케첩과 먹어야 하지만 지금은 없으니까...\nHP를 [ItemValue]만큼 회복한다.,Pueden comerlas con o sin ketchup.\nRestaura [ItemValue] PV.,Se pueden comer con o sin kétchup.\nRecupera [ItemValue] PV.,Pode comer com ou sem ketchup.\nRecupera [ItemValue] HP.,Można je zjeść z ketchupem lub bez.\nPrzywracają [ItemValue] HP.,Können mit oder ohne Ketchup gegessen werden.\nStellt [ItemValue] KP wieder her.,Можно съесть с кетчупом или без.\nВосстанавливает [ItemValue] ОЗ.,Можна з'їсти з кетчупом або без нього.\nВідновлює [ItemValue] оч[ItemValArt3] здоров'я.,
FRIES_ART,"The ,the ,Some ,some ,these ,them,were","Les ,les ,Des ,des ,ces ,es,es,vos ,les ,de ,ont","Le ,le ,Delle ,delle ,queste ,e,ue,le",,"은,이,을,과,으로","Las ,las ,Unas ,unas ,estas ,as,s,n","Las ,las ,Unas ,unas ,estas ,as,s,n","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Frytek,Frytkom,Frytki,y","Die ,die ,Einige ,einige ,einige ,Die ,die ,Deine ,deine ,diese ,sie,alten,wurden,waren","картофель фри,картофеля фри,картофелю фри,картофель фри,картофеле фри,,,ён,ся,ит,его","картопля фрі,картоплі фрі,картоплі фрі,картоплю фрі,,,ла,а,е,ить,її",
GGFDIARY_NAME,GGF Diary,Journal de Grand-Papy,Diario del bisnonno,そうそふのにっき,고조할아버지의 일기,Diario del bisabuelo,Diario del bisabuelo,Diário do Bisavô,Pamiętnik Pradziadka,Uropas Tagebuch,Дневник прадедушки,Щоденник прадідуся,
GGFDIARY_DESC,"It is old, ragged and filled with entries.","Le journal de l'arrière-grand-père d[fr_eli][Ninten].\nIl est très ancien, abîmé et rempli de notes.","Vecchio, in brandelli e pieno di note.",そうそふの　かたみの　にっき。\nボロボロで　ほとんど　よめない。,"낡고 오래됐으며, 처음 보는 단어들로 가득\n채워져 있다.","Está viejo, gastado y lleno de notas.","Está viejo, gastado y lleno de notas.","Está velho, rasgado e cheio de anotações.","Jest stary, poszarpany i pełen wpisów.","Es ist alt, modrig und voller Einträge.",Старый потрёпанный дневник с многочисленными заметками.,"Старий, пошарпаний і повний записів.",
GGFDIARY_ART,"His ,his ,His ,his ,this ,it,was","Le ,le ,Le ,le ,le ,,on,le ,le ,de ,a","Il ,il ,Un ,un ,questo ,o,uo,il",,"는,가,를,와,로","El ,el ,El ,el ,este ,o,,","El ,el ,El ,el ,este ,o,,","O ,o ,O ,o ,esse ,este ,o,seu ,foi",",Pamiętnika Pradziadka,Pamiętnikowi Pradziadka,Pamiętnik Pradziadka,",",,,,,,,,,,es,,wurde,war","дневник прадедушки,дневника прадедушки,дневнику прадедушки,дневник прадедушки,дневнике прадедушки,,,ён,ся,ит,его","щоденник прадідуся,щоденника прадідуся,щоденнику прадідуся,щоденник прадідуся,,,в,ий,е,ить,його",
GHOSTHOUSEKEY_NAME,Ghost House Key,Clé du manoir hanté,Chiave della casa infestata,ゆうれいやしきのカギ,유령의 집 열쇠,Llave casa Fantasma,Llave de la casa fantasma,Chave Fantasmagórica,Nawiedzony Klucz,Spukvilla-Schlüssel,Ключ от жуткого дома,Моторошний ключ,
GHOSTHOUSEKEY_DESC,,,,,,,,,,,,,
GHOSTHOUSEKEY_ART,"The ,the ,The ,the ,this ,it,was","La ,la ,La ,la ,cette ,e,a,votre ,la ,de ,a","La ,la ,La ,la ,questa ,a,ua,la",,"는,가,를,와,로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Nawiedzonego Klucza,Nawiedzonemu Kluczowi,Nawiedzony Klucz,","Der ,der ,Der ,der ,den ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","ключ от жуткого дома,ключа от жуткого дома,ключу от жуткого дома,ключ от жуткого дома,ключе от жуткого дома,,,ён,ся,ит,его","моторошний ключ,моторошного ключа,моторошному ключу,моторошний ключ,,,в,ий,е,ить,його",
GUNAIR_NAME,Air Gun,Pistolet à billes,Pistola ad aria compressa,エアガン,에어 건,Pistola de aire,Pistola de aire,Pistola de Ar,Wiatrówka,Kugelpistole,Пневмат. пистолет,Пневматик,
GUNAIR_DESC,,,,,,,,,,,,,
GUNAIR_ART,"The ,the ,An ,an ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","La ,la ,La ,la ,questa ,a,ua,la",,"은,이,을,과,으로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Wiatrówki,Wiatrówce,Wiatrówkę,a","Die ,die ,Eine ,eine ,eine ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","пневматический пистолет,пневматического пистолета,пневматическому пистолету,пневматический пистолет,пневматическом пистолете,,,ён,ся,ит,его","пневматик,пневматики,пневматиці,пневматику,,,в,ий,е,ить,його",
GUNSTUN_NAME,Stun Gun,Taser,Pistola stordente,ショックガン,쇼크 건,Pistola electrica,Táser,Pistola Elétrica,Paralizator,Elektroschocker,Электрошокер,Електрошокер,
GUNSTUN_DESC,,,,,,,,,,,,,
GUNSTUN_ART,"The ,the ,A ,a ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","La ,la ,La ,la ,questa ,a,ua,la",,"은,이,을,과,으로","La ,la ,Una ,una ,esta ,a,,","El ,el ,Un ,un ,este ,o,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Paralizatora,Paralizatorowi,Paralizator,","Der ,der ,Ein ,ein ,einen ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","электрошокер,электрошокера,электрошокеру,электрошокер,электрошокере,,,ён,ся,ит,его","електрошокер,електрошокера,електрошокеру,електрошокер,,,в,ий,е,ить,його",
HAMBURGER_NAME,Hamburger,Hamburger,Hamburger,ハンバーガー,햄버거,Hamburguesa,Hamburguesa,Hambúrguer,Hamburger,Hamburger,Гамбургер,Гамбургер,
HAMBURGER_DESC,99% Beef.\nRestores [ItemValue] HP.,De la restauration rapide pour restaurer rapidement vos PV. Rend [ItemValue] PV.,Carne al 99%.\nRipristina [ItemValue] PS.,ビーフ９９%　チーズいり。\nたべると　ＨＰを[ItemValue]かいふく。,99% 한우를 사용했다.\nHP를 [ItemValue]만큼 회복한다.,99% carne de res.\nRestaura [ItemValue] PV.,99% carne de vacuno.\nRecupera [ItemValue] PV.,Feita no capricho.\nRecupera [ItemValue] HP.,99% wołowiny.\nPrzywraca [ItemValue] HP.,99% Rind.\nStellt [ItemValue] KP wieder her.,99% говядины.\nВосстанавливает [ItemValue] ОЗ.,99% яловичини.\nВідновлює [ItemValue] оч[ItemValArt3] здоров'я.,
HAMBURGER_ART,"The ,the ,A ,a ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","L',l',Un ,un ,questo ,o,uo,il",,"는,가,를,와,로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Hamburgera,Hamburgerowi,Hamburgera,","Der ,der ,Ein ,ein ,einen ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","гамбургер,гамбургера,гамбургеру,гамбургер,гамбургере,,,ён,ся,ит,его","гамбургер,гамбургера,гамбургеру,гамбургер,,,в,ий,е,ить,його",
HAT_NAME,Hat,Chapeau,Cappello,ぼうし,모자,Sombrero,Sombrero,Chapéu,Kapelusz,Hut,Шляпка,Капелюх,
HAT_DESC,,,,,,,,,,,,,
HAT_ART,"The ,the ,A ,a ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","Il ,il ,Un ,un ,questo ,o,uo,il",,"는,가,를,와,로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Kapelusza,Kapeluszowi,Kapelusz,","Der ,der ,Der ,der ,den ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","шляпка,шляпки,шляпке,шляпку,шляпке,,а,ена,ась,ит,её","капелюх,капелюха,капелюху,капелюх,,,в,ий,е,ить,його",
HERBMAGIC_NAME,Magic Herb,Herbe magique,Erba magica,マジックハーブ,매직 허브,Hierba mágica,Hierba mágica,Erva Mágica,Magiczne Ziele,Magisches Kraut,Волшебная зелень,Чарівне зілля,
HERBMAGIC_DESC,It can also be used in tea.\nRestores [ItemValue] HP.,Elle peut aussi être utilisée pour faire du thé.\nRend [ItemValue] PV.,Si può usare anche per il tè.\nRipristina [ItemValue] PV.,おちゃにしても　おいしい　やくそう。\nたべると　ＨＰを[ItemValue]かいふく。,차로 끓여마셔도 좋다.\nHP를 [ItemValue]만큼 회복한다.,También se puede usar en té.\nRestaura [ItemValue] PV.,También se puede usar en el té.\nRecupera [ItemValue] PV.,Também pode ser usada para fazer chá.\nRecupera [ItemValue] HP.,Można nim również zaparzyć herbatę.\nPrzywraca [ItemValue] HP.,Kann auch für Tee verwendet werden.\nStellt [ItemValue] KP wieder her.,Можно использовать для приготовления чая.\nВосстанавливает [ItemValue] ОЗ.,З нього можна заварити чай.\nВідновлює [ItemValue] оч[ItemValArt3] здоров'я.,
HERBMAGIC_ART,"The ,the ,Some ,some ,this ,it,was","L',l',De l',de l',cette ,e,on,votre ,la ,d',a","L',l',Dell',dell',quest',a,ua,la",,"는,가,를,와,로","La ,la ,,,esta ,a,,","La ,la ,,,esta ,a,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Magicznego Ziela,Magicznemu Zielu,Magiczne Ziele,o","Ein ,ein ,Ein ,ein ,ein ,Ein ,ein ,Dein ,dein ,ein ,es,altes,wurde,war","волшебная зелень,волшебной зелени,волшебной зелени,волшебную зелень,волшебной зелени,,а,ена,ась,ит,её","чарівне зілля,чарівного зілля,чарівному зіллю,чарівне зілля,,,ло,е,е,ить,його",
HERBRED_NAME,Red Weed,Herbe rouge,Erba rossa,あかいくさ,붉은 허브,Hierba roja,Hierba roja,Erva Vermelha,Czerwony Chwast,Rotes Kraut,Красный сорняк,Червоний бур'ян,
HERBRED_DESC,"It's useless as of right now, but a magic fountain can turn it into some Magic Herb.","Inutile en l'état, mais une fontaine magique pourrait la transformer en Herbe magique.","Per ora è inutile, ma una fontana magica può\nrenderla un'Erba magica.",うつくしく　きれいな　あかいくさ。\nまほうのいずみに　つけてみると・・・？,"지금은 사용할 수 없지만, 마법의 샘물에\n넣으면 매직 허브가 된다.","Ahora mismo no tiene utilidad, pero una fuente mágica podría convertirla en una Hierba mágica.","Ahora mismo no tiene utilidad, pero una fuente mágica podría convertirla en una Hierba mágica.","É inútil do jeito que está, mas uma fonte mágica pode transformá-la em uma Erva Mágica.","W tej chwili jest bezużyteczne, ale magiczna fontanna może zamienić je w magiczne ziele.","Aktuell nutzlos, aber ein magischer Brunnen kann es in Magisches Kraut verwandeln.",Бесполезен. Однако волшебный фонтан сможет обратить его в волшебную зелень.,"Поки що безкорисний, але магічний фонтан може перетворити його на чарівне зілля.",
HERBRED_ART,"The ,the ,Some ,some ,this ,it,was","L',l',De l',de l',cette ,e,on,votre ,la ,d',a","L',l',Dell',dell',quest',a,ua,la",,"는,가,를,와,로","La ,la ,,,esta ,a,,","La ,la ,,,esta ,a,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Czerwonego Chwasta,Czerwonemu Chwastowi,Czerwony Chwast,","Ein ,ein ,Ein ,ein ,ein ,Ein ,ein ,Dein ,dein ,ein ,es,altes,wurde,war","красный сорняк,красного сорняка,красному сорняку,красный сорняк,красном сорняке,,,ён,ся,ит,его","червоний бур'ян,червоного бур'яну,червоному бур'яну,червоний бур'ян,,,в,ий,е,ить,його",
HOTDOG_NAME,Hot Dog,Hot-dog,Hot Dog,ホットドッグ,핫도그,Hot dog,Perrito caliente,Cachorro-Quente,Hot Dog,Hotdog,Хот-дог,Хот-дог,
HOTDOG_DESC,It is neither a taco or a sandwich.\nRestores [ItemValue] HP.,Ce n'est ni un taco ni un sandwich.\nRend [ItemValue] PV.,Non è né un taco né un panino.\nRipristina [ItemValue] PS.,あったかいワンコ　ではない。\nたべると　ＨＰを[ItemValue]かいふく。,"타코도, 샌드위치도 아니다.\nHP를 [ItemValue]만큼 회복한다.",No es ni un taco ni un sandwich.\nRestaura [ItemValue] PV.,No es ni un taco ni un sándwich.\nRecupera [ItemValue] PV.,Sem passas e sem purê.\nRecupera [ItemValue] HP.,"Ni to taco, ni to kanapka.\nPrzywraca [ItemValue] HP.",Weder Taco noch Sandwich.\nStellt [ItemValue] KP wieder her.,Не тако и не сэндвич.\nВосстанавливает [ItemValue] ОЗ.,Не тако і не бутерброд.\nВідновлює [ItemValue] оч[ItemValArt3] здоров'я.,
HOTDOG_ART,"The ,the ,A ,a ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","L',l',Un ,un ,questo ,o,uo,il",,"는,가,를,와,로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Hot Doga,Hot Dogowi,Hot Doga,","Der ,der ,Ein ,ein ,einen ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","хот-дог,хот-дога,хот-догу,хот-дог,хот-доге,,,ён,ся,ит,его","хот-дог,хот-дога,хот-догу,хот-дога,,,в,ий,е,ить,його",
INSECTICIDE_NAME,Insecticide,Insecticide,Insetticida,さっちゅうスプレー,살충 스프레이,Insecticida,Insecticida,Inseticida,Środek Owadobójczy,Insektenspray,Аэрозоль,Інсектецид,
INSECTICIDE_DESC,,,,,,,,,,,,,
INSECTICIDE_ART,"The ,the ,An ,an ,this ,it,was","L',l',Un ,un ,cet ,,on,votre ,le ,d',a","L',l',Un ,un ,questo ,o,uo,il",,"는,가,를,와,로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Środka Owadobójczego,Środkowi Owadobójczemu,Środek Owadobójczy,","Das ,das ,Ein ,ein ,ein ,Das ,das ,Dein ,dein ,dieses ,es,altes,wurde,war","аэрозоль,аэрозоля,аэрозолю,аэрозоль,аэрозоле,,,ён,ся,ит,его","інсектецид,інсектицида,інсектециду,інсектецид,,,в,ий,е,ить,його",
IRONSKILLET_NAME,Iron Skillet,Poêle d'exception,Padella di ferro,とびきりのフライパン,최상급 프라이팬,Sartén de hierro,Sartén de hierro,Panela de Ferro,Patelnia Żeliwna,Eisenpfanne,Железная сковорода,Залізна сковорода,
IRONSKILLET_DESC,,,,,"은,이,을,과,으로",,,,,,,,
IRONSKILLET_ART,"The ,the ,An ,an ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","La ,la ,La ,la ,questa ,a,ua,la",,,"La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Patelni Żeliwnej,Patelni Żeliwnej,Patelnię Żeliwną,a","Die ,die ,Eine ,eine ,eine ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","железная сковорода,железной сковороды,железной сковороде,железную сковороду,железной сковороде,,а,ена,ась,ит,её","залізна сковорода,залізної сковороди,залізній сковороді,залізну сковороду,,,ла,а,е,ить,її",
KATANA_NAME,Katana,Katana,Katana,ＫＡＴＡＮＡ,카타나,Katana,Katana,Katana,Katana,Katana,Катана,Катана,
KATANA_DESC,,,,,,,,,,,,,
KATANA_ART,"The ,the ,A ,a ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","La ,la ,La ,la ,questa ,a,ua,la",,"는,가,를,와,로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Katany,Katanie,Katanę,a","Das ,das ,Ein ,ein ,ein ,Das ,das ,Dein ,dein ,dieses ,es,altes,wurde,war","катана,катаны,катане,катану,катане,,а,ена,ась,ит,её","катана,катани,катані,катану,,,ла,а,е,ить,її",
KEYBASEMENT_NAME,Basement Key,Clé de la cave,Chiave del seminterrato,ちかしつのカギ,지하실 열쇠,Llave del sótano,Llave del sótano,Chave do Porão,Klucz do Piwnicy,Kellerschlüssel,Ключ от кладовки,Ключ від підвалу,
KEYBASEMENT_DESC,Mick was carrying this.\nIt's the key for your house's basement.,C'est Mick qui l'avait sur lui. C'est la clé pour accéder à la cave de votre maison.,Ce l'aveva Mick.\nÈ la chiave del seminterrato di casa tua.,ミックが　もっていた。\nマイホームの　ちかしつのカギ。,믹이 가지고 있었다.\n[Ninten]의 집의 지하실 열쇠.,La tenía Mick.\nEs la llave del sótano de tu casa.,La tenía Mick.\nEs la llave del sótano de tu casa.,Estava com o Mick.\nÉ a chave do porão da sua casa.,Mick miał go przy sobie.\nTo klucz do piwnicy twojego domu.,Mick hatte ihn bei sich.\nEs ist der Schlüssel zum Keller deines Hauses.,Мик носил его на своём ошейнике.\nЭто ключ от кладовки в твоём доме.,Мік носив його з собою.\nЦе ключ від підвалу вашого дому.,
KEYBASEMENT_ART,"The ,the ,The ,the ,this ,it,was","La ,la ,La ,la ,cette ,e,a,votre ,la ,de ,a","La ,la ,La ,la ,questa ,a,ua,la",,"는,가,를,와,로","La ,la ,La ,la ,esta ,a,,","La ,la ,La ,la ,esta ,a,,","A ,a ,A ,a ,essa ,esta ,a,sua ,foi",",Klucza do Piwnicy,Kluczowi do Piwnicy,Klucz do Piwnicy,","Der ,der ,Der ,der ,den ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","ключ от кладовки,ключа от кладовки,ключу от кладовки,ключ от кладовки,ключе от кладовки,,,ён,ся,ит,его","ключ від підвалу,ключа від підвалу,ключу від підвалу,ключ від підвалу,,,в,ий,е,ить,його",
KEYZOO_NAME,Zoo Key,Clé du zoo,Chiave dello zoo,どうぶつえんのカギ,동물원 열쇠,Llave del zoo,Llave del zoo,Chave do Zoológico,Klucz do Zoo,Zoo-Schlüssel,Ключ от зоопарка,Ключ від зоопарку,
KEYZOO_DESC,A key given to you by the mayor.\nIt should be able to unlock the Zoo's gate.,Une clé que vous a donnée le maire. Elle devrait pouvoir ouvrir le portail d'entrée du zoo.,Una chiave che ti ha dato il sindaco.\nPuò aprire il cancello dello zoo.,ちょうちょうから　もらった　カギ。\nどうぶつえんに　はいることができる。,시장님이 주신 열쇠.\n동물원에 들어갈 수 있다.,Te la dio el alcalde.\nDebería ser capaz de abrir la puerta del zoo.,Te la ha dado el alcalde.\nDebería ser capaz de abrir la puerta del zoo.,O prefeito te deu essa chave.\nDá para abrir o portão do Zoológico com ela.,Klucz podarowany tobie przez burmistrza.\nPowinien otwierać bramę zoo.,"Ein Schlüssel, den dir der Bügermeister gab.\nEs sollte das Tor des Zoos öffnen können.",Мэр выдал тебе этот ключ. Им можно открыть ворота от зоопарка.,"Ключ, наданий вам мером. Має відчиняти ворота до зоопарка.",
KEYZOO_ART,"The ,the ,The ,the ,this ,it,was","La ,la ,La ,la ,cette ,e,a,votre ,la ,de ,a","La ,la ,La ,la ,questa ,a,ua,la",,"는,가,를,와,로","La ,la ,La ,la ,esta ,a,,","La ,la ,La ,la ,esta ,a,,","A ,a ,A ,a ,essa ,esta ,a,sua ,foi",",Klucza do Zoo,Kluczowi do Zoo,Klucz do Zoo,","Der ,der ,Der ,der ,den ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","ключ от зоопарка,ключа от зоопарка,ключу от зоопарка,ключ от зоопарка,ключе от зоопарка,,,ён,ся,ит,его","ключ від зоопарку,ключа від зоопарку,ключу від зоопарку,ключ від зоопарку,,,в,ий,е,ить,його",
KNIFEBUTTER_NAME,Butter Knife,Couteau,Coltello da burro,ナイフ,나이프,Cuchillo de Mantequilla,Cuchillo de untar,Faca de Manteiga,Nóż do Masła,Messer,Нож для масла,Ніж для масла,
KNIFEBUTTER_DESC,,,,,,,,,,,,,
KNIFEBUTTER_ART,"The ,the ,A ,a ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","Il ,il ,Un ,un ,questo ,o,uo,il",,"는,가,를,와,로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Noża do Masła,Nożowi do Masła,Nóż do Masła,","Das ,das ,Ein ,ein ,ein ,Das ,das ,Dein ,dein ,dieses ,es,altes,wurde,war","нож для масла,ножа для масла,ножу для масла,нож для масла,ноже для масла,,,ён,ся,ит,его","ніж для масла,ножа для масла,ножу для масла,ніж для масла,,,в,ий,е,ить,його",
KNIFESURVIVAL_NAME,Survival Knife,Couteau de survie,Coltello da sopravvivenza,サバイバルナイフ,서바이벌 나이프,Cuchillo de exploración,Navaja,Canivete,Nóż Survivalowy,Feldmesser,Нож для выживания,Ніж виживання,
KNIFESURVIVAL_DESC,,,,,,,,,,,,,
KNIFESURVIVAL_ART,"The ,the ,A ,a ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","Il ,il ,Un ,un ,questo ,o,uo,il",,"는,가,를,와,로","El ,el ,Un ,un ,este ,o,,","La ,la ,Una ,una ,esta ,a,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Noża Survivalowego,Nożowi Survivalowemu,Nóż Survivalowy,","Das ,das ,Ein ,ein ,ein ,Das ,das ,Dein ,dein ,dieses ,es,altes,wurde,war","нож для выживания,ножа для выживания,ножу для выживания,нож для выживания,ноже для выживания,,,ён,ся,ит,его","ніж виживання,ножа виживання,ножу виживання,ніж виживання,,,в,ий,е,ить,його",
LASTWEAPON_NAME,Last Weapon,Arme ultime,Arma suprema,さいしゅうへいき,최후의 보루,Última arma,Arma definitiva,Arma Suprema,Ostateczna Broń,Ultimative Waffe,Последнее оружие,Остання зброя,
LASTWEAPON_DESC,,,,,,,,,,,,,
