key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk
GHOSTOFBARBOT_DESC,It is as light as air.,Il est léger comme l'air.,È leggero come l'aria.,ゆうれいなのか？　ロボットなのか？,공기처럼 가볍다.,Es tan ligero como el aire.,Es tan ligero como el aire.,Tão leve quanto o ar.,Jest lekki jak powietrze.,Er ist so leicht wie Luft.,Лёгкий как воздух.,Легкий як повітря.
GHOSTOFBARBOT_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Ducha Barbota,Duchowi Barbota,Ducha Barbota,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Geist eines Barbots,Geist eines Barbots,Geist eines Barbots,Geist eines Barbots","призрак прутобота,призрака прутобота,призраку прутобота,призрака прутобота,призраке прутобота,,,ён,ся,ет,его","привид стержнебота,привида стержнебота,привиду стержнебота,привид стержнебота,привиді стержнебота,,в,ий,е,ить,його"
GHOSTOFSTARMAN_NAME,Ghost of Starman,Fantôme de Starman,Fantasma di Starman,スターマン・センゾ,선조 스타맨,Fantasma de Starman,Fantasma de Starman,Fantasma de Starman,Duch Starmana,Geist eines Starmans,Призрак стармена,Привид стармена
GHOSTOFSTARMAN_DESC,This Starman has come back from the dead to finish its business.,Ce Starman est revenu d'entre les morts pour finir le travail.,Questo Starman è tornato dall'aldilà per finire i suoi compiti.,スターマンは　けっちゃくを\nつけるために　よみがえってきた。,끝없는 업무를 처리하기 위해 죽음으로부터 돌아왔다.,Este Starman ha regresado de entre los muertos para terminar su negocio.,Este Starman ha vuelto de entre los muertos para acabar con sus asuntos.,Esse Starman voltou dos mortos para terminar o que começou.,"Ten Starman powrócił z martwych, aby dokończyć swój proceder.","Dieser Starman ist von den Toten auferstanden, um seinen Verpflichtungen nachzukommen.","Этот стармен восстал из мёртвых, чтобы завершить свою миссию.",
GHOSTOFSTARMAN_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"은,이,을,과,으로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Ducha Starmana,Duchowi Starmana,Ducha Starmana,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Geist eines Starmans,Geist eines Starmans,Geist eines Starmans,Geist eines Starmans","призрак стармена,призрака стармена,призраку стармена,призрака стармена,призраке стармена,,,ён,ся,ет,его","привид стармена,привида стармена,привиду стармена,привид стармена,привиді стармена,,в,ий,е,ить,його"
GIEGUE_NAME,Giegue,Giygas,,,,Giegue,,,,Giygas,Гийгас,Гійгас
GIEGUE_DESC,,,,,,,,,,,,
GIEGUE_ART,",,,,his",",,,,de ,à ,,le ,x",,,,"El ,el ,Un ,un ,del ,al ,o,el ",,,,",,,,sein,,ihn,von,,,Giygas,Giygas',Giygas,Giygas","Гийгас,Гийгаса,Гийгасу,Гийгаса,Гийгасе,,,ён,ся,ет,его","Гійгас,Гійгаса,Гійгасу,Гійгаса,Гійгасі,,в,ий,е,ить,його"
GIGABORG_NAME,Giga Borg,Giga-Borg,Giga-Borg,ギガボーグ,기가보그,Giga-Borg,Giga-Borg,Giga-Borg,Giga Borg,Giga-Borg,Гигаборг,Гіга борг
GIGABORG_DESC,He only has PK Beam,Il ne semble utiliser que PK Rayon...,Ha soltanto PsicoRaggio.,PKビームしか　してこないのだが・・・。,오직 PK 빔만 쏜다.,Él solo tiene PK Beam,Solo sabe usar PK Beam.,Ele só usa PK Beam.,Ma tylko PK Promień.,Er beherrscht lediglich PK-Beam.,Он может использовать только ПК-луч.,Має лише ПСИ Промінь
GIGABORG_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Giga Borga,Giga Borgowi,Giga Borga,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Giga-Borg,Giga-Borgs,Giga-Borg,Giga-Borg","гигаборг,гигаборга,гигаборгу,гигаборга,гигаборге,,,ён,ся,ет,его","гіга борг,гіга борга,гіга боргу,гіга борга,гіга боргу,,в,ий,е,ить,його"
GORILLA_NAME,Gorilla,Gorille,Gorilla,ゴリラ,고릴라,Gorila,Gorila,Gorila,Goryl,Gorilla,Горилла,Горила
GORILLA_DESC,Don't let this primate punk pick on you!,Ne laissez pas ce voyou de singe s'en prendre à vous ¦,Non farti prendere di mira da questo primate teppista!,こんな　ちんぴら　るいじんえんに\nからまれている　ばあいではない！,이 영악한 영장류한테 놀아나지 말자.,¡No dejes que su estilo punk te moleste!,¡No dejes que este primate se meta contigo!,Não deixe esse primata valentão implicar com você!,"Nie pozwól, by ten prymitywny dzikus się ciebie czepiał!",Lass dich nicht von diesem Primaten-Punk ärgern!,Не позволяй этому примату-хулигану издеваться над тобой!,
GORILLA_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Goryla,Gorylowi,Goryla,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Gorilla,Gorillas,Gorilla,Gorilla","горилла,гориллы,горилле,гориллу,горилле,,а,ена,ась,ет,её","горила,горили,горилі,горилу,горилі,,ла,а,е,ить,її"
GRIZZLYBEAR_NAME,Grizzly Bear,Grizzly,Grizzly,グリズリー,그리즐리,Oso Pardo,Oso pardo,Urso Cinzento,Niedźwiedź Grizzly,Grizzly,Гризли,Гризлі
GRIZZLYBEAR_DESC,"If you must sleep, don't borrow his bed!","Ne dormez jamais sur son lit, même si vous êtes exténué ¦","Se proprio devi dormire, non farlo nel suo letto!",どんなに　ねむくても\nこいつの　ベッドでは　ねるなよ！,누군가 밥을 훔쳐먹어 언짢아하고 있다.,"Si debes dormir, ¡no tomes prestada su cama!","Si necesitas dormir, ¡no le quites su cama!","Se quiser dormir, não use a cama dele!","Jeśli chce ci się spać, nie pożyczaj jego łóżka!","Wenn du schlafen willst, leihe dir nicht sein Bettchen!",Хочешь поспать — не вздумай занимать его кровать!,
GRIZZLYBEAR_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Niedźwiedzia Grizzly,Niedźwiedziowi Grizzly,Niedźwiedzia Grizzly,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Grizzly,Grizzlys,Grizzly,Grizzly","гризли,гризли,гризли,гризли,гризли,,,ён,ся,ет,его","гризлі,гризлі,гризлі,гризлі,гризлі,,в,ий,е,ить,його"
GROUCHO_NAME,Groucho,Zieux bonus,Groucho,おまけビューン,덤 뷴,Groucho,Groucho,Groucho,Zrzęda,Granterich,Очи с усами,Граучо
GROUCHO_DESC,"If he was a mask, someone might mistake your identity!","S'il mettait un masque, il deviendrait méconnaissable.","Se fosse stato una maschera, qualcuno potrebbe non riconoscerti!",もし　こいつが　マスクを　したら\nだれかと　くべつがつかないな。,만일 이 녀석이 가면이라도 쓴다면 절대 구분할 수 없을 거다.,"¡Si fuera una máscara, alguien podría confundir tu identidad!","¡Si fuese una máscara, alguien podría confundir tu identidad!","Se fosse uma máscara, seria um disfarce e tanto!","Gdyby to była maska, ktoś mógłby pomylić twoją tożsamość!","Wenn er eine Maske trägt, könnte man ihn mit dir verwechseln!","Если бы это была маска, в ней тебя никто бы не узнал!",
GROUCHO_ART,"The ,the ,A ,a ,his","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"은,이,을,과,으로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jej,Zrzędy,Zrzędzie,Zrzędę,a,a","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Granterich,Granterichs,Granterich,Granterich","очи с усами,очей с усами,очам с усами,очи с усами,очах с усами,,и,ены,ись,ют,их","граучо,граучо,граучо,граучо,граучо,,в,ий,е,ить,його"
HIPPIE_NAME,Hippie,Hippie,Hippy,おにいさん,히피,Hippie,Hippie,Hippie,Hipis,Hippie,Хиппи,Хіпі
HIPPIE_DESC,He looks like he could grow flowers in his hair.,Vous pourriez presque faire pousser des fleurs dans ses cheveux.,Sembra capace di farsi crescere fiori sulla testa.,あの　かみのけの　なかに\nおはなを　うえたらそだつかもね。,저 머리 뒤져보면 제비 한 마리는 나올지도.,Parece que podría hacer crecer las flores en su cabello.,Parece como si le pudiesen crecer flores en el pelo.,Parece que dá para plantar flores no cabelo dele.,"Wygląda tak, jakby mógł hodować kwiaty we włosach.","Er sieht aus, als könnten Blumen aus seinem Haar wachsen.",Он словно может вырастить цветы на своей голове.,"Виглядає, ніби може вирощувати квіти на своїй голові."
HIPPIE_ART,"The ,the ,A ,a ,his","Le ,le ,Un ,un ,du ,au ,,le ,x","L',l',Un ,un ,dell',all',o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Hipisa,Hipisowi,Hipisa,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Hippie,Hippies,Hippie,Hippie","хиппи,хиппи,хиппи,хиппи,хиппи,,,ён,ся,ет,его","хіпі,хіпі,хіпі,хіпі,хіпі,,в,ий,е,ить,його"
HYENA_NAME,Hyena,Hyène,Iena,ハイエナ,하이에나,Hiena,Hiena,Hiena,Hiena,Hyäne,Гиена,Гієна
HYENA_DESC,He who laughs last laughs best.,Rira bien qui rira le dernier.,Ride bene chi ride ultimo.,わらうものが　さいごに　かつ。,마지막까지 웃는 자가 승자다.,El que ríe último ríe mejor.,El que ríe el último ríe mejor.,Quem ri por último ri melhor.,"Ten się śmieje, kto się śmieje ostatni.","Wer zuletzt lacht, lacht am besten.","Хорошо смеётся тот, кто смеётся последним.","Добре сміється той, хто сміється останнім."
HYENA_ART,"The ,the ,A ,a ,its","La ,la ,Une ,une ,de la ,à la ,e,la ,se","La ,la ,Una ,una ,della ,alla ,a,la ",,"는,가,를,와,로","La ,la ,Una ,una ,de la ,a la ,a,la ","La ,la ,Una ,una ,de la ,a la ,a,la ","A ,a ,Uma ,uma ,a,sua ","jej,Hieny,Hienie,Hienę,a,a","Die ,die ,Eine ,eine ,ihr,die ,sie,von der,,,Hyäne,Hyäne,Hyäne,Hyäne","гиена,гиены,гиене,гиену,гиене,,а,ена,ась,ет,её","гієна,гієни,гієні,гієну,гієні,,ла,а,е,ить,її"
JOHN_NAME,John,John l'éléphant,John,ジョン,존,John,John,João,John,Benjamin,Джон,Джон
JOHN_DESC,This elephant's name is John.,Cet éléphant s'appelle John.,Questo elefante si chiama John.,ゾウさんの　なまえは　ジョンだ。,이 코끼리 이름이 존이란다.,El nombre del elefante es John.,Este elefante se llama John.,Esse elefante se chama João.,Ten słoń ma na imię John.,Dieser Elefanten heißt Benjamin.,Этого слона зовут Джон.,Цього слона звуть Джон.
JOHN_ART,",,,,his",",,,,de ,à ,,le ,x",",,,,di ,a ,o,il ",,"은,이,을,과,으로",",,,,de ,a ,o,el ",",,,,de ,a ,o,el ",",,,,o,seu ","jego,Johna,Johnowi,Johna,,y",",,,,sein,,ihn,von,,,Benjamin,Benjamins,Benjamin,Benjamin","Джон,Джона,Джону,Джона,Джоне,,,ён,ся,ет,его","Джон,Джона,Джону,Джона,Джоні,,в,ий,е,ить,його"
JUANA_NAME,Juana,Suzie,Juana,スージー,수지,Juana,Juana,Juana,Zuzanna,Juana,Жанна,Жанна
JUANA_DESC,"She is good at, and not afraid to use a strong PSI attack",Prenez garde ¦ Elle n'hésite pas à utiliser de puissantes attaques PSI ¦,"Non si fa problemi a usare un potente attacco PSI, e lo fa anche bene.",きょうりょくな　PSIこうげきを\nためらうことなく　はなってくるぞ。,강력한 PSI 공격에 능숙한 모양이다.,Ella es buena y no tiene miedo de usar un fuerte ataque PSI.,"Se le da bien el PSI, y no dudará en usarlo contra ti.",Ela possui um ataque PSI poderoso e não tem medo de usá-lo.,Jest dobra w używaniu silnych ataków PSI i nie zawaha się tego zrobić.,"Sie ist gut darin, starke PSI-Attacken zu benutzen. Und sie schreckt auch nicht davor zurück.",Берегись! Она решительно применяет мощные психоатаки!,
JUANA_ART,",,,,her",",,,,de ,à ,e,la ,se",",,,,di ,a ,a,la ",,"는,가,를,와,로",",,,,de ,a ,a,la ",",,,,de ,a ,a,la ",",,,,a,sua ","jej,Zuzanny,Zuzannie,Zuzannę,a,a",",,,,ihr,,sie,von,,,Juana,Juanas,Juana,Juana","Жанна,Жанны,Жанне,Жанну,Жанне,,а,ена,ась,ет,её","Жанна,Жанни,Жанні,Жанну,Жанні,,ла,а,е,ить,її"
KELLY_NAME,Kelly,Caroline,Kelly,キャロライン,캐롤라인,Kelly,Kelly,Kelly,Kelly,Kelly,Келли,Келлі
KELLY_DESC,Do not be tricked by her beauty.,Ne vous laissez pas duper par sa beauté...,Non farti ingannare dalla sua bellezza.,この　うつくしさに　だまされるな。,그녀의 수려한 미모에 넘어가지 말 것.,Que no te engañe su belleza.,No te dejes engañar por su belleza.,Não seja enganado por sua beleza.,Nie daj się zwieść jej urodzie.,Lass dich von ihrer Schönheit nicht blenden.,Смотри в оба — её красота обманчива!,
KELLY_ART,",,,,her",",,,,de ,à ,e,la ,se",",,,,di ,a ,a,la ",,"은,이,을,과,으로",",,,,de ,a ,a,la ",",,,,de ,a ,a,la ",",,,,a,sua ","jej,Kelly,Kelly,Kelly,a,a",",,,,ihr,,sie,von,,,Kelly,Kellys,Kelly,Kelly","Келли,Келли,Келли,Келли,Келли,,а,ена,ась,ет,её","Келлі,Келлі,Келлі,Келлі,Келлі,,ла,а,е,ить,її"
LAMP_NAME,Lamp,Lampe,Lampada,でんきスタンド,램프,Lámpara,Lámpara,Abajur,Lampa,Lampe,Лампа,Лампа
LAMP_DESC,It hovers in the air!,Elle flotte dans les airs ¦,Sta fluttuando!,くうちゅうを　とびまわっている！,방 안을 날아 돌아다니고 있다!,¡Está flotando en el aire!,¡Flota en el aire!,Está voando sozinho!,Unosi się w powietrzu!,Sie schwebt in der Luft!,Она парит в воздухе!,Вона висить у повітрі!
LAMP_ART,"The ,the ,A ,a ,its","La ,la ,Une ,une ,de la ,à la ,e,la ,se","La ,la ,Una ,una ,della ,alla ,a,la ",,"는,가,를,와,로","La ,la ,Una ,una ,de la ,a la ,a,la ","La ,la ,Una ,una ,de la ,a la ,a,la ","O ,o ,Um ,um ,o,seu ","jej,Lampy,Lampie,Lampę,a,a","Die ,die ,Eine ,eine ,ihr,die ,sie,von der,,,Lampe,Lampe,Lampe,Lampe","лампа,лампы,лампе,лампу,лампе,,а,ена,ась,ет,её","лампа,лампи,лампі,лампу,лампі,,ла,а,е,ить,її"
LILSAUCER_NAME,Lil Saucer,P'tite Soucoupe,Dischetto volante,リトルソーサー,리틀 소서,UFO pequeñin,Platillo pequeño,OVNIzinho,Mały Spodek,Kleine Untertasse,Тарелочка,Тарілочка
LILSAUCER_DESC,Only as big as a dinner plate.,Elle est à peu près aussi grande qu'une assiette...,È grande quanto un piatto.,しょくじの　おさらと　おなじくらいの　おおきさなのだが。,내 밥그릇만큼 크다.,Sólo del tamaño de un plato.,Solo es tan grande como un plato llano.,É do tamanho de um prato de jantar.,Jedynie wielkości talerza obiadowego.,"So groß wie ein Teller, in Form einer Untertasse.",По размеру не больше столовой тарелки.,
LILSAUCER_ART,"The ,the ,A ,a ,its","La ,la ,Une ,une ,de la ,à la ,e,la ,se","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Małego Spodka,Małemu Spodkowi,Małego Spodka,,y","Die ,die ,Eine ,eine ,ihr,die ,sie,von der,,,Kleine Untertasse,Kleinen Untertasse,Kleinen Untertasse,Kleine Untertasse","тарелочка,тарелочки,тарелочке,тарелочку,тарелочке,,а,ена,ась,ет,её","тарілочка,тарілочки,тарілочці,тарілочку,тарілочці,,ла,а,е,ить,її"
LYNX_NAME,Lynx,Lynx,Lince,やまねこ,삵,Lince,Lince,Lince,Ryś,Luchs,Рысь,Рись
LYNX_DESC,It is quite different than a pet cat.,Cet animal est bien différent d'un chat de compagnie ordinaire.,Piuttosto diverso da un gatto.,こいつは　ペットの　ねことは\nおおちがい。,칡과 헷갈리지 말자.,Es bastante diferente a un gato doméstico.,Es bastante diferente a un gato doméstico.,É bem diferente de um gato doméstico.,Zupełnie inny od kota domowego.,Ganz schön anders als eine Hauskatze.,Сильно отличается от домашней кошки.,Сильно відрізняється від домашньої кішки.
LYNX_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","La ,la ,Una ,una ,della ,alla ,a,la ",,"은,이,을,과,으로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Rysia,Rysiowi,Rysia,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Luchs,Luchses,Luchs,Luchs","рысь,рыси,рыси,рысь,рыси,,а,ена,ась,ет,её","рись,рисі,рисі,рись,рисі,,в,ий,е,ить,його"
MADCAR_NAME,Mad Car,Voiture folle,Auto impazzita,マッドカー,매드카,Carro lunático,Coche loco,Carro Maluco,Szalony Wóz,Irres Auto,Бешеная тачка,Божевільна машина
MADCAR_DESC,No one is in the driver's seat.,"Ouah, il n'y a personne sur le siège du conducteur ¦",Non c'è nessuno a guidarla.,うんてんせきに　だれも　いないぞ！？,운전석은 텅 비어있다.,No hay nadie en el asiento del conductor.,No hay nadie en el asiento del conductor.,Não tem ninguém no banco do motorista.,Nie ma nikogo za kółkiem.,Niemand sitzt im Fahrersitz.,За водительским сиденьем никого нет!,
MADCAR_ART,"The ,the ,A ,a ,its","La ,la ,Une ,une ,de la ,à la ,e,la ,se","L',l',Un',un',dell',all',a,la ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Szalonego Wozu,Szalonemu Wozowi,Szalony Wóz,,y","Das ,das ,Ein ,ein ,sein,das ,es,vom,,,Irre Auto,Irren Autos,Irren Auto,Irre Auto","бешеная тачка,бешеной тачки,бешеной тачке,бешеную тачку,бешеной тачке,,а,ена,ась,ет,её","божевільна машина,божевільної машини,божевільній машині,божевільну машину,божевільній машині,,ла,а,е,ить,її"
MADTRUCK_NAME,Mad Truck,Camion fou,Camion impazzito,マッドトラック,매드 트럭,Camión loco,Camión loco,Caminhão Maluco,Szalony Tir,Irrer Truck,Бешеная фура,Божевільна фура
MADTRUCK_DESC,Be careful of its exhaust if you're asthmatic.,Attention à ses gaz d'échappement si vous êtes asthmatique.,"Se soffri d'asma, fai attenzione ai suoi gas di scarico.",はいきガスに　ちゅうい。　ぜんそくに　なるぞ。,천식이 있다면 저 배기가스를 조심하자.,Ten cuidado con su escape si eres asmático.,"Si eres asmático, ten cuidado con su tubo de escape.",Cuidado com o escapamento se você tiver asma.,"Uważaj na spaliny, jeśli masz astmę.","Vorsicht vor seinem Auspuff, wenn du Asthmatiker bist.",Её выхлопы могут быть вредны для астматиков.,"Стережися вихлопів, якщо ти астматик."
MADTRUCK_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"은,이,을,과,으로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Szalonego Tira,Szalonemu Tirowi,Szalony Tir,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Irre Truck,Irren Trucks,Irren Truck,Irren Truck","бешеная фура,бешеной фуры,бешеной фуре,бешеную фуру,бешеной фуре,,а,ена,ась,ет,её","божевільна фура,божевільної фури,божевільній фурі,божевільну фуру,божевільній фурі,,ла,а,е,ить,її"
MAGICANTOID_NAME,Magic Antoid,Fourmioïde magique,Formicoide magico,アリアリマジック,매지컬 개미개미,Magicantoide,Magicantoide,Magicantoide,Magiczny Mrówkoid,Magischer Ameisoid,Волшебный мураш,Чарівний мурахойд
MAGICANTOID_DESC,This ant can only be found in Magicant.,Son aura magique hante le monde de Magicant.,Questa formica si trova solo a Magicant.,マジカントでしか　みられない　アリさん。,이 개미는 오직 매지칸트에서만 만나볼 수 있습니다.,Esta hormiga solo se puede encontrar en Magicant.,A esta hormiga solo se le puede encontrar en Magicant.,Essa formiga só é encontrada em Magicant.,Mrówkę tę można znaleźć tylko w Magicancie.,Diese Ameise kann nur in Magicant gefunden werden.,Этот муравей водится только в Грезии.,
MAGICANTOID_ART,"The ,the ,A ,a ,its","La ,la ,Une ,une ,de la ,à la ,e,la ,se","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Magicznego Mrówkoida,Magicznemu Mrówkoidowi,Magicznego Mrówkoida,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Magische Ameisoid,Magischen Ameisoiden,Magischen Ameisoiden,Magischen Ameisoiden","волшебный мураш,волшебного мураша,волшебному мурашу,волшебного мураша,волшебном мураше,,,ён,ся,ет,его","чарівний мурахойд,чарівного мурахойда,чарівному мурахойду,чарівного мурахойда,чарівному мурахойді,,в,ий,е,ить,його"
MAGICSNAIL_NAME,Magic Snail,Magiscargot,Lumagica,マジカスネイル,매지컬 달팽이,Magicaracol,Magicaracol,Caramujo Mágico,Magiczny Ślimak,Magischneck,Волшебная улитка,Чарівний равлик
MAGICSNAIL_DESC,Its shell is unbelievably hard.,Sa coquille est incroyablement dure.,Il suo guscio è incredibilmente duro.,こいつの　からは　しんじられないほど　かたい。,말도 안 되게 단단한 껍질을 지니고 있다.,Su caparazón es increíblemente duro.,Su concha es increíblemente dura.,Sua concha é incrivelmente dura.,Jego skorupa jest niesamowicie twarda.,Sein Haus ist unglaublich hart.,Её раковина невероятно прочная.,Його черепашка неймовірно міцна.
MAGICSNAIL_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","La ,la ,Una ,una ,della ,alla ,a,la ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Magicznego Ślimaka,Magicznemu Ślimakowi,Magicznego Ślimaka,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Magischneck,Magischnecks,Magischneck,Magischneck","волшебная улитка,волшебной улитки,волшебной улитке,волшебную улитку,волшебной улитке,,а,ена,ась,ет,её","чарівний равлик,чарівного равлика,чарівному равлику,чарівного равлика,чарівному равлику,,в,ий,е,ить,його"
MANIACTRUCK_NAME,Maniac Truck,Camion mortel,Camion folle,デストラック,데스트럭,Camión maníaco,Camión maníaco,Caminhão Pancada,Szalona Ciężarówka,Manischer Truck,Маниакальная фура,Кровожерлива фура
MANIACTRUCK_DESC,"What is going to happen next, speeding, reckless driving, or...?","Comment va-t-il vous foncer dessus ?¦ En ligne droite, ou en zigzag ?¦","E dopo che succede? Violare i limiti, guida pericolosa o che?",つぎは　どうくる？　まっすぐか？　ジグザグか？,"다음엔 무슨 짓을 해볼까? 과속, 난폭음전, 아니면...","¿Qué va a pasar después? Exceso de velocidad, conducción imprudente o...","¿Qué va a pasar ahora? Exceso de velocidad, conducción temeraria, o...","O que vem depois? Excesso de velocidade, condução imprudente ou...","Co będzie dalej, przekroczenie prędkości, nieostrożna jazda, czy...","Was passiert als nächstes: Rasen, rücklichtsloses Fahren, oder ...","Какой же будет исход? Превышение скорости, опасное вождение или...",
MANIACTRUCK_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"은,이,을,과,으로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jej,Szalonej Ciężarówki,Szalonej Ciężarówce,Szaloną Ciężarówkę,a,a","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Manische Truck,Manischen Trucks,Manischen Truck,Manischen Truck","маниакальная фура,маниакальной фуры,маниакальной фуре,маниакальную фуру,маниакальной фуре,,а,ена,ась,ет,её","кровожерлива фура,кровожерливої фури,кровожерливій фурі,кровожерливу фуру,кровожерливий фурі,,ла,а,е,ить,її"
MEGABORG_NAME,Megaborg,Méga-Borg,Mega-Borg,メガボーグ,메가보그,Mega-Borg,Mega-Borg,Megaborg,Megaborg,Megaborg,Мегаборг,Мегаборг
MEGABORG_DESC,Special armor protects it from PSI attacks.,Son armure spéciale le protège des attaques PSI.,Un'armatura speciale lo protegge dagli attacchi PSI.,PSIこうげきから　みをまもる\nとくしゅな　よろいを　きている。,PSI 공격을 막아주는 특별한 갑옷을 두르고 있다.,Una armadura especial protege del ataque PSI.,Una armadura especial lo protege de los ataques PSI.,Sua armadura especial o protege contra ataques PSI.,Specjalny pancerz chroni go przed atakami PSI.,Die besondere Panzerung schützt vor PSI-Angriffen.,Особые доспехи защищают его от психоатак.,
MEGABORG_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","A ,a ,Uma ,uma ,a,sua ","jego,Megaborga,Megaborgowi,Megaborga,,y","Das ,das ,Ein ,ein ,sein,das ,es,vom,,,Megaborg,Megaborgs,Megaborg,Megaborg","мегаборг,мегаборга,мегаборгу,мегаборга,мегаборге,,,ён,ся,ет,его","мегаборг,мегаборга,мегаборгу,мегаборга,мегаборгу,,в,ий,е,ить,його"
MOMSEYES_NAME,Momseyes,Maman Zieux,Mamma occhi,ビュビー,뷰비,Mamá ojos,Ojos Mamá,Olhosmãe,Ocza Matka,Mamasblick,Мамины глазоньки,Мамочі
MOMSEYES_DESC,Momseyes will spot you for sure.,Cette maman voit clair dans votre jeu ¦,Mamma occhi ti vedrà di sicuro.,ママは　なんでも　おみとおし！,날 계속 찾아 바라보고 있다.,Los mamá ojos te detectarán con seguridad.,Los Ojos Mamá te detectarán con certeza,Não dá para esconder nada da Olhosmãe.,Oczy matki na pewno cię zauważą.,Mamasblick wird dich sicher finden.,Они обязательно тебя найдут.,Знайдуть тебе де завгодно.
